text,label
Hidden truth! Local doctor declares lockdown from tomorrow.,Fake
We watched dinner at a restaurant tbh,General
ISRO declares election dates for assembly.,True
BCCI sources claim: UNESCO declares Indian National Anthem best in the world.,Fake
Election Commission concludes infrastructure project.,True
Leaked document: Secret society will charge money for every message.,Fake
Who else bought working on a project...,General
Leaked document: RBI puts nano GPS chip in ₹2000 notes.,Fake
Testing the app.,General
ISRO invests in foreign direct investment.,True
Testing the app.,General
Leaked document: UNESCO declares lockdown from tomorrow.,Fake
Anyone miss the weekend,General
BCCI sources claim: Local doctor will charge money for every message.,Fake
Breaking News: Secret society declares lockdown from tomorrow.,Fake
Sensex declares economic growth data.,True
So had a new movie,General
Forward to 10 people! UNESCO bans WhatsApp starting tonight.,Fake
My friends and I watched a new movie lol,General
Leaked document: RBI finds cure for all viruses using lemon water.,Fake
Who else went to the gym today!,General
Hidden truth! Government declares lockdown from tomorrow.,Fake
Leaked document: WHO will charge money for every message.,Fake
Leaked document: RBI declares lockdown from tomorrow.,Fake
Hidden truth! Government declares Indian National Anthem best in the world.,Fake
Breaking News: WhatsApp CEO bans WhatsApp starting tonight.,Fake
Finance Ministry inaugurates new space mission.,True
I hate dinner at a restaurant,General
Indian Army declares economic growth data.,True
Who else watched working on a project...,General
Who else hate a new movie anyone?,General
Reliance Industries reports quarterly monetary policy.,True
PM Modi inaugurates quarterly monetary policy.,True
Urgent warning: WHO declares lockdown from tomorrow.,Fake
Forward to 10 people! Local doctor declares lockdown from tomorrow.,Fake
Just checking if this works.,General
Hidden truth! Secret society declares lockdown from tomorrow.,Fake
Forward to 10 people! RBI declares Indian National Anthem best in the world.,Fake
Election Commission declares infrastructure project.,True
Hi guys what's up.,General
Just watched this weather :),General
Tata Motors passes new bill on quarterly monetary policy.,True
I watched a great coffee lol,General
Leaked document: Government puts nano GPS chip in ₹2000 notes.,Fake
Lok Sabha successfully launches foreign direct investment.,True
Anyone miss the gym today,General
Just checking if this works.,General
My friends and I miss working on a project...,General
Forward to 10 people! Secret society finds cure for all viruses using lemon water.,Fake
Indian Army reports economic growth data.,True
Indian Army declares election dates for assembly.,True
I miss a new movie,General
BCCI sources claim: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
We watched working on a project tbh,General
Supreme Court passes new bill on quarterly monetary policy.,True
Supreme Court passes new bill on foreign direct investment.,True
Urgent warning: Secret society will charge money for every message.,Fake
Leaked document: Secret society will charge money for every message.,Fake
Who else watched working on a project tbh,General
Just love a new movie,General
Anyone bought sleeping all day!,General
Who else hate this weather :),General
Breaking News: Secret society puts nano GPS chip in ₹2000 notes.,Fake
BCCI sources claim: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
I hate the weekend tbh,General
Forward to 10 people! Local doctor declares Indian National Anthem best in the world.,Fake
Election Commission passes new bill on election dates for assembly.,True
Just miss sleeping all day :),General
Anyone am thinking about the weekend :),General
So went to dinner at a restaurant...,General
Anyone miss the weekend tbh,General
We am thinking about dinner at a restaurant tbh,General
Anyone went to dinner at a restaurant :),General
Leaked document: Government puts nano GPS chip in ₹2000 notes.,Fake
DRDO passes new bill on green energy initiative.,True
Breaking News: RBI finds cure for all viruses using lemon water.,Fake
Anyone bought a new movie anyone?,General
Leaked document: UNESCO declares lockdown from tomorrow.,Fake
I watched a great coffee,General
So miss dinner at a restaurant...,General
Hidden truth! Local doctor finds cure for all viruses using lemon water.,Fake
We love working on a project!,General
So went to the gym today...,General
I watched sleeping all day lol,General
Hidden truth! Secret society declares lockdown from tomorrow.,Fake
Forward to 10 people! Secret society declares lockdown from tomorrow.,Fake
Election Commission inaugurates infrastructure project.,True
Tata Motors inaugurates green energy initiative.,True
PM Modi invests in infrastructure project.,True
So went to a great coffee tbh,General
So miss a great coffee anyone?,General
RBI concludes green energy initiative.,True
We miss sleeping all day tbh,General
Just bought a new movie :),General
Finance Ministry concludes foreign direct investment.,True
Nifty 50 declares infrastructure project.,True
Hidden truth! Government bans WhatsApp starting tonight.,Fake
Breaking News: RBI bans WhatsApp starting tonight.,Fake
Hi guys what's up.,General
BCCI sources claim: UNESCO will charge money for every message.,Fake
Finance Ministry invests in new space mission.,True
Supreme Court reports economic growth data.,True
Just checking if this works.,General
Just love the gym today!,General
Hidden truth! WhatsApp CEO bans WhatsApp starting tonight.,Fake
I bought the weekend :),General
Who else am thinking about the gym today...,General
Breaking News: Secret society will charge money for every message.,Fake
Who else love sleeping all day...,General
RBI concludes quarterly monetary policy.,True
Indian Army invests in economic growth data.,True
BCCI sources claim: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
BCCI sources claim: Government declares lockdown from tomorrow.,Fake
Urgent warning: WHO will charge money for every message.,Fake
Hidden truth! WHO declares Indian National Anthem best in the world.,Fake
BCCI sources claim: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
So had the weekend lol,General
Leaked document: WHO bans WhatsApp starting tonight.,Fake
Indian Army reports green energy initiative.,True
Tata Motors reports economic growth data.,True
ISRO concludes election dates for assembly.,True
Election Commission reports green energy initiative.,True
BCCI sources claim: Government finds cure for all viruses using lemon water.,Fake
Reliance Industries concludes election dates for assembly.,True
Urgent warning: WHO puts nano GPS chip in ₹2000 notes.,Fake
Sensex concludes election dates for assembly.,True
Breaking News: Secret society will charge money for every message.,Fake
My friends and I hate working on a project :),General
Nifty 50 concludes election dates for assembly.,True
Indian Army declares foreign direct investment.,True
I hate a great coffee lol,General
Hidden truth! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
We had the weekend tbh,General
Urgent warning: Secret society declares Indian National Anthem best in the world.,Fake
Just checking if this works.,General
Just went to working on a project lol,General
I miss a new movie tbh,General
Reliance Industries declares green energy initiative.,True
Breaking News: Government puts nano GPS chip in ₹2000 notes.,Fake
Anyone love working on a project,General
BCCI sources claim: RBI declares Indian National Anthem best in the world.,Fake
Good morning everyone!,General
Reliance Industries reports quarterly monetary policy.,True
My friends and I bought this weather,General
Just watched working on a project :),General
BCCI sources claim: Government puts nano GPS chip in ₹2000 notes.,Fake
So hate the gym today...,General
My friends and I am thinking about the gym today anyone?,General
PM Modi invests in foreign direct investment.,True
DRDO declares election dates for assembly.,True
Anyone went to dinner at a restaurant tbh,General
So watched the gym today lol,General
BCCI sources claim: UNESCO bans WhatsApp starting tonight.,Fake
Finance Ministry declares economic growth data.,True
So hate a new movie!,General
BCCI sources claim: Local doctor will charge money for every message.,Fake
BCCI sources claim: Secret society declares Indian National Anthem best in the world.,Fake
Reliance Industries declares quarterly monetary policy.,True
Hidden truth! Local doctor declares Indian National Anthem best in the world.,Fake
Who else had dinner at a restaurant tbh,General
BCCI sources claim: WHO finds cure for all viruses using lemon water.,Fake
So am thinking about dinner at a restaurant :),General
We miss this weather!,General
DRDO reports green energy initiative.,True
Urgent warning: RBI declares lockdown from tomorrow.,Fake
Hidden truth! Secret society bans WhatsApp starting tonight.,Fake
We had working on a project...,General
Forward to 10 people! RBI bans WhatsApp starting tonight.,Fake
So am thinking about the weekend tbh,General
I miss a new movie!,General
I had dinner at a restaurant...,General
Nifty 50 successfully launches election dates for assembly.,True
ISRO passes new bill on economic growth data.,True
Hidden truth! RBI declares Indian National Anthem best in the world.,Fake
Nifty 50 successfully launches infrastructure project.,True
Forward to 10 people! RBI puts nano GPS chip in ₹2000 notes.,Fake
Anyone went to the gym today lol,General
Hello world this is a test post.,General
We went to a new movie :),General
Forward to 10 people! Secret society will charge money for every message.,Fake
Breaking News: UNESCO bans WhatsApp starting tonight.,Fake
Urgent warning: WHO declares lockdown from tomorrow.,Fake
Reliance Industries successfully launches new space mission.,True
Nifty 50 invests in election dates for assembly.,True
We went to sleeping all day tbh,General
Just checking if this works.,General
Testing the app.,General
I had the gym today lol,General
Who else bought the gym today!,General
Just had a great coffee :),General
Finance Ministry declares green energy initiative.,True
Who else watched dinner at a restaurant lol,General
I bought working on a project...,General
Hello world this is a test post.,General
Breaking News: RBI declares lockdown from tomorrow.,Fake
Hidden truth! WhatsApp CEO declares lockdown from tomorrow.,Fake
Testing the app.,General
Urgent warning: WHO puts nano GPS chip in ₹2000 notes.,Fake
Just checking if this works.,General
Leaked document: WHO declares lockdown from tomorrow.,Fake
Finance Ministry inaugurates green energy initiative.,True
Tata Motors reports green energy initiative.,True
Just checking if this works.,General
Urgent warning: Government declares lockdown from tomorrow.,Fake
So had dinner at a restaurant!,General
Indian Army passes new bill on new space mission.,True
BCCI sources claim: Government declares Indian National Anthem best in the world.,Fake
Nifty 50 successfully launches green energy initiative.,True
Breaking News: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Sensex successfully launches economic growth data.,True
Tata Motors passes new bill on election dates for assembly.,True
Tata Motors inaugurates foreign direct investment.,True
Good morning everyone!,General
Forward to 10 people! UNESCO declares Indian National Anthem best in the world.,Fake
Anyone love a new movie anyone?,General
We miss a great coffee...,General
So hate a great coffee :),General
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
Urgent warning: WhatsApp CEO will charge money for every message.,Fake
BCCI sources claim: WhatsApp CEO declares lockdown from tomorrow.,Fake
Tata Motors successfully launches green energy initiative.,True
Urgent warning: RBI puts nano GPS chip in ₹2000 notes.,Fake
We am thinking about the weekend tbh,General
PM Modi reports foreign direct investment.,True
Lok Sabha passes new bill on infrastructure project.,True
Hi guys what's up.,General
We love dinner at a restaurant!,General
Who else watched the weekend anyone?,General
Nifty 50 passes new bill on green energy initiative.,True
Breaking News: Government puts nano GPS chip in ₹2000 notes.,Fake
Sensex announces green energy initiative.,True
ISRO reports infrastructure project.,True
My friends and I hate working on a project,General
Sensex invests in green energy initiative.,True
BCCI sources claim: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
We miss the gym today!,General
Breaking News: Local doctor finds cure for all viruses using lemon water.,Fake
BCCI sources claim: Secret society declares lockdown from tomorrow.,Fake
Good morning everyone!,General
We hate a great coffee...,General
Indian Army announces foreign direct investment.,True
BCCI sources claim: Local doctor declares lockdown from tomorrow.,Fake
Forward to 10 people! RBI will charge money for every message.,Fake
Just hate sleeping all day :),General
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Urgent warning: Government declares lockdown from tomorrow.,Fake
Forward to 10 people! RBI will charge money for every message.,Fake
My friends and I had a new movie anyone?,General
So watched the gym today...,General
Hi guys what's up.,General
Supreme Court successfully launches election dates for assembly.,True
Leaked document: Government declares lockdown from tomorrow.,Fake
We miss a great coffee...,General
Sensex announces election dates for assembly.,True
Anyone had a new movie anyone?,General
Hidden truth! UNESCO will charge money for every message.,Fake
We bought the weekend,General
Good morning everyone!,General
Finance Ministry successfully launches foreign direct investment.,True
Breaking News: RBI finds cure for all viruses using lemon water.,Fake
Forward to 10 people! Government finds cure for all viruses using lemon water.,Fake
Forward to 10 people! WhatsApp CEO bans WhatsApp starting tonight.,Fake
My friends and I love sleeping all day,General
Just went to the gym today lol,General
Just had a great coffee :),General
Hello world this is a test post.,General
Reliance Industries invests in green energy initiative.,True
Nifty 50 inaugurates foreign direct investment.,True
Indian Army inaugurates election dates for assembly.,True
Breaking News: UNESCO declares lockdown from tomorrow.,Fake
So watched the weekend :),General
We went to dinner at a restaurant,General
Urgent warning: WHO declares lockdown from tomorrow.,Fake
Leaked document: RBI declares lockdown from tomorrow.,Fake
I had sleeping all day tbh,General
So bought a new movie...,General
DRDO concludes foreign direct investment.,True
Tata Motors declares new space mission.,True
RBI declares green energy initiative.,True
Just love the weekend!,General
Lok Sabha successfully launches election dates for assembly.,True
BCCI sources claim: WhatsApp CEO bans WhatsApp starting tonight.,Fake
My friends and I am thinking about the weekend anyone?,General
So went to a new movie...,General
Urgent warning: Secret society declares Indian National Anthem best in the world.,Fake
Urgent warning: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
I love dinner at a restaurant...,General
ISRO invests in quarterly monetary policy.,True
Who else bought the gym today lol,General
Just watched dinner at a restaurant :),General
Election Commission reports foreign direct investment.,True
Reliance Industries concludes new space mission.,True
RBI announces economic growth data.,True
PM Modi invests in green energy initiative.,True
Sensex announces quarterly monetary policy.,True
Anyone had dinner at a restaurant...,General
Hidden truth! WHO declares Indian National Anthem best in the world.,Fake
Who else am thinking about the weekend!,General
We hate dinner at a restaurant anyone?,General
Election Commission passes new bill on foreign direct investment.,True
Breaking News: UNESCO bans WhatsApp starting tonight.,Fake
So bought the gym today!,General
Urgent warning: WHO bans WhatsApp starting tonight.,Fake
We am thinking about the gym today!,General
My friends and I love this weather!,General
RBI announces election dates for assembly.,True
So love this weather,General
Good morning everyone!,General
Urgent warning: Local doctor bans WhatsApp starting tonight.,Fake
Testing the app.,General
RBI passes new bill on economic growth data.,True
Finance Ministry inaugurates foreign direct investment.,True
BCCI sources claim: WHO finds cure for all viruses using lemon water.,Fake
DRDO declares election dates for assembly.,True
Supreme Court declares election dates for assembly.,True
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
I watched dinner at a restaurant :),General
I hate working on a project...,General
Hidden truth! Local doctor declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
Indian Army concludes green energy initiative.,True
Leaked document: Local doctor declares lockdown from tomorrow.,Fake
Indian Army inaugurates foreign direct investment.,True
So watched the weekend :),General
Who else watched dinner at a restaurant...,General
Hidden truth! Local doctor bans WhatsApp starting tonight.,Fake
Lok Sabha declares foreign direct investment.,True
Urgent warning: Secret society will charge money for every message.,Fake
Anyone went to the gym today,General
Lok Sabha reports new space mission.,True
Urgent warning: Secret society finds cure for all viruses using lemon water.,Fake
Leaked document: RBI declares Indian National Anthem best in the world.,Fake
Indian Army announces economic growth data.,True
Hidden truth! UNESCO finds cure for all viruses using lemon water.,Fake
Tata Motors passes new bill on quarterly monetary policy.,True
Leaked document: Secret society will charge money for every message.,Fake
Urgent warning: UNESCO finds cure for all viruses using lemon water.,Fake
My friends and I love the gym today :),General
Anyone bought dinner at a restaurant anyone?,General
Supreme Court inaugurates quarterly monetary policy.,True
Just watched sleeping all day lol,General
I went to a great coffee,General
DRDO invests in new space mission.,True
RBI invests in election dates for assembly.,True
Just love working on a project :),General
Forward to 10 people! UNESCO declares Indian National Anthem best in the world.,Fake
Who else went to dinner at a restaurant :),General
Forward to 10 people! WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Forward to 10 people! UNESCO finds cure for all viruses using lemon water.,Fake
Forward to 10 people! Local doctor will charge money for every message.,Fake
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
BCCI sources claim: WHO declares Indian National Anthem best in the world.,Fake
Indian Army invests in quarterly monetary policy.,True
Breaking News: RBI bans WhatsApp starting tonight.,Fake
I had a new movie!,General
Anyone hate working on a project anyone?,General
Tata Motors inaugurates green energy initiative.,True
BCCI sources claim: Local doctor declares Indian National Anthem best in the world.,Fake
Breaking News: Government declares Indian National Anthem best in the world.,Fake
Just went to dinner at a restaurant lol,General
Breaking News: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Who else am thinking about the weekend :),General
Who else miss working on a project tbh,General
Anyone went to a new movie :),General
So hate dinner at a restaurant anyone?,General
Testing the app.,General
Tata Motors passes new bill on foreign direct investment.,True
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Nifty 50 reports economic growth data.,True
RBI announces economic growth data.,True
ISRO announces quarterly monetary policy.,True
Just bought working on a project...,General
Urgent warning: UNESCO finds cure for all viruses using lemon water.,Fake
Just hate a great coffee,General
Hi guys what's up.,General
DRDO concludes new space mission.,True
Finance Ministry concludes green energy initiative.,True
Good morning everyone!,General
We went to working on a project anyone?,General
Sensex announces infrastructure project.,True
My friends and I hate a new movie...,General
Reliance Industries invests in quarterly monetary policy.,True
Supreme Court successfully launches foreign direct investment.,True
We hate dinner at a restaurant :),General
Nifty 50 inaugurates economic growth data.,True
We love sleeping all day anyone?,General
Just checking if this works.,General
Reliance Industries concludes infrastructure project.,True
My friends and I went to a great coffee tbh,General
Hello world this is a test post.,General
Just am thinking about this weather,General
Leaked document: UNESCO bans WhatsApp starting tonight.,Fake
So miss dinner at a restaurant,General
I had the gym today...,General
Urgent warning: UNESCO declares Indian National Anthem best in the world.,Fake
Hidden truth! Secret society will charge money for every message.,Fake
Lok Sabha concludes infrastructure project.,True
Testing the app.,General
Hello world this is a test post.,General
We bought sleeping all day,General
Urgent warning: Local doctor bans WhatsApp starting tonight.,Fake
Just went to a great coffee!,General
I went to sleeping all day anyone?,General
Forward to 10 people! UNESCO bans WhatsApp starting tonight.,Fake
We love the gym today!,General
Hidden truth! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
My friends and I bought a great coffee...,General
Hidden truth! WHO will charge money for every message.,Fake
We am thinking about a new movie,General
PM Modi successfully launches election dates for assembly.,True
Indian Army concludes election dates for assembly.,True
Testing the app.,General
Tata Motors announces quarterly monetary policy.,True
Anyone am thinking about the gym today lol,General
BCCI sources claim: Secret society declares Indian National Anthem best in the world.,Fake
So had a great coffee tbh,General
Tata Motors concludes new space mission.,True
Testing the app.,General
Anyone watched the gym today!,General
Hidden truth! Government puts nano GPS chip in ₹2000 notes.,Fake
BCCI sources claim: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Hello world this is a test post.,General
So watched this weather...,General
Just checking if this works.,General
BCCI sources claim: WHO finds cure for all viruses using lemon water.,Fake
I went to working on a project :),General
Good morning everyone!,General
Indian Army invests in election dates for assembly.,True
Indian Army inaugurates economic growth data.,True
Urgent warning: Secret society finds cure for all viruses using lemon water.,Fake
Leaked document: WHO puts nano GPS chip in ₹2000 notes.,Fake
My friends and I hate sleeping all day tbh,General
RBI concludes quarterly monetary policy.,True
We love dinner at a restaurant,General
I miss the gym today,General
I love the gym today...,General
Just miss a new movie,General
Hi guys what's up.,General
BCCI sources claim: Local doctor will charge money for every message.,Fake
Forward to 10 people! Government will charge money for every message.,Fake
My friends and I hate the weekend tbh,General
Testing the app.,General
Indian Army invests in green energy initiative.,True
Nifty 50 concludes foreign direct investment.,True
ISRO passes new bill on infrastructure project.,True
Just checking if this works.,General
Indian Army successfully launches quarterly monetary policy.,True
Supreme Court declares economic growth data.,True
Urgent warning: Local doctor finds cure for all viruses using lemon water.,Fake
Who else hate the weekend...,General
Just went to dinner at a restaurant :),General
Forward to 10 people! RBI declares lockdown from tomorrow.,Fake
Testing the app.,General
Reliance Industries announces new space mission.,True
Anyone had sleeping all day lol,General
Tata Motors announces election dates for assembly.,True
Hi guys what's up.,General
Hidden truth! UNESCO finds cure for all viruses using lemon water.,Fake
Nifty 50 invests in new space mission.,True
So love sleeping all day!,General
DRDO reports new space mission.,True
Nifty 50 reports election dates for assembly.,True
BCCI sources claim: RBI puts nano GPS chip in ₹2000 notes.,Fake
Forward to 10 people! Local doctor declares Indian National Anthem best in the world.,Fake
Just hate sleeping all day!,General
Forward to 10 people! RBI bans WhatsApp starting tonight.,Fake
So hate the weekend anyone?,General
DRDO passes new bill on election dates for assembly.,True
I went to dinner at a restaurant,General
Sensex passes new bill on green energy initiative.,True
Just love sleeping all day tbh,General
Lok Sabha declares new space mission.,True
Just checking if this works.,General
So bought this weather,General
I love the weekend anyone?,General
Forward to 10 people! UNESCO finds cure for all viruses using lemon water.,Fake
Indian Army passes new bill on quarterly monetary policy.,True
Election Commission invests in election dates for assembly.,True
Indian Army reports green energy initiative.,True
Just hate this weather anyone?,General
BCCI sources claim: RBI declares lockdown from tomorrow.,Fake
Hello world this is a test post.,General
Indian Army inaugurates green energy initiative.,True
Breaking News: Local doctor declares lockdown from tomorrow.,Fake
BCCI sources claim: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! Secret society finds cure for all viruses using lemon water.,Fake
Tata Motors declares foreign direct investment.,True
My friends and I watched the gym today :),General
Sensex inaugurates new space mission.,True
Just checking if this works.,General
My friends and I bought working on a project,General
I watched the gym today tbh,General
Good morning everyone!,General
Urgent warning: Secret society finds cure for all viruses using lemon water.,Fake
Supreme Court invests in new space mission.,True
Nifty 50 inaugurates economic growth data.,True
PM Modi inaugurates new space mission.,True
We love sleeping all day :),General
Who else watched the gym today lol,General
ISRO announces new space mission.,True
Forward to 10 people! Government declares lockdown from tomorrow.,Fake
BCCI sources claim: Secret society declares Indian National Anthem best in the world.,Fake
Anyone had the gym today...,General
Who else am thinking about a great coffee tbh,General
Reliance Industries invests in election dates for assembly.,True
Testing the app.,General
We am thinking about working on a project lol,General
My friends and I watched this weather :),General
Election Commission reports economic growth data.,True
BCCI sources claim: WhatsApp CEO will charge money for every message.,Fake
Nifty 50 reports economic growth data.,True
DRDO reports infrastructure project.,True
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
We miss the weekend!,General
My friends and I watched a great coffee!,General
I bought dinner at a restaurant lol,General
Forward to 10 people! Secret society declares lockdown from tomorrow.,Fake
Election Commission reports election dates for assembly.,True
So am thinking about this weather lol,General
Breaking News: WHO bans WhatsApp starting tonight.,Fake
PM Modi invests in economic growth data.,True
Election Commission concludes economic growth data.,True
Indian Army announces economic growth data.,True
Urgent warning: Government declares Indian National Anthem best in the world.,Fake
Who else miss working on a project!,General
DRDO declares new space mission.,True
BCCI sources claim: Secret society declares lockdown from tomorrow.,Fake
ISRO reports election dates for assembly.,True
We had dinner at a restaurant :),General
Finance Ministry successfully launches quarterly monetary policy.,True
We bought the gym today...,General
We watched sleeping all day :),General
So bought the weekend!,General
Hello world this is a test post.,General
Supreme Court reports foreign direct investment.,True
So am thinking about working on a project...,General
Just checking if this works.,General
Leaked document: WHO declares Indian National Anthem best in the world.,Fake
Breaking News: RBI will charge money for every message.,Fake
Breaking News: WhatsApp CEO bans WhatsApp starting tonight.,Fake
I am thinking about the weekend tbh,General
BCCI sources claim: RBI finds cure for all viruses using lemon water.,Fake
Indian Army successfully launches economic growth data.,True
Reliance Industries announces quarterly monetary policy.,True
RBI concludes election dates for assembly.,True
So love the gym today,General
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
My friends and I went to a new movie lol,General
Hidden truth! Government declares lockdown from tomorrow.,Fake
Just love this weather :),General
Just went to sleeping all day tbh,General
Lok Sabha successfully launches green energy initiative.,True
Hi guys what's up.,General
Who else watched a new movie...,General
Lok Sabha declares election dates for assembly.,True
Just checking if this works.,General
RBI inaugurates economic growth data.,True
Forward to 10 people! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Who else am thinking about a great coffee lol,General
Testing the app.,General
Hidden truth! Government declares Indian National Anthem best in the world.,Fake
Election Commission inaugurates new space mission.,True
So miss a new movie :),General
Breaking News: WhatsApp CEO will charge money for every message.,Fake
Breaking News: RBI will charge money for every message.,Fake
Sensex invests in infrastructure project.,True
Who else went to dinner at a restaurant!,General
Who else went to this weather,General
Urgent warning: Government declares lockdown from tomorrow.,Fake
Anyone went to the weekend :),General
Who else am thinking about this weather anyone?,General
Supreme Court announces new space mission.,True
So hate dinner at a restaurant :),General
I miss a new movie,General
Just hate a great coffee tbh,General
Just went to sleeping all day tbh,General
I hate dinner at a restaurant!,General
RBI inaugurates green energy initiative.,True
Hidden truth! Government bans WhatsApp starting tonight.,Fake
Lok Sabha invests in new space mission.,True
Anyone went to a great coffee!,General
PM Modi declares green energy initiative.,True
ISRO inaugurates new space mission.,True
Forward to 10 people! Local doctor declares lockdown from tomorrow.,Fake
My friends and I miss a great coffee...,General
Reliance Industries inaugurates new space mission.,True
Anyone went to this weather :),General
Breaking News: Secret society finds cure for all viruses using lemon water.,Fake
Sensex inaugurates quarterly monetary policy.,True
Hidden truth! RBI finds cure for all viruses using lemon water.,Fake
Reliance Industries inaugurates quarterly monetary policy.,True
Anyone am thinking about the gym today,General
Hi guys what's up.,General
My friends and I had this weather!,General
Who else am thinking about working on a project...,General
Leaked document: WHO will charge money for every message.,Fake
Hello world this is a test post.,General
Tata Motors successfully launches green energy initiative.,True
Anyone bought dinner at a restaurant,General
We had the gym today :),General
Forward to 10 people! Government bans WhatsApp starting tonight.,Fake
We am thinking about working on a project :),General
Leaked document: Local doctor finds cure for all viruses using lemon water.,Fake
DRDO concludes green energy initiative.,True
I went to dinner at a restaurant tbh,General
Urgent warning: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
ISRO announces foreign direct investment.,True
Just watched dinner at a restaurant...,General
We went to this weather,General
Urgent warning: WHO finds cure for all viruses using lemon water.,Fake
Who else had the weekend,General
Nifty 50 inaugurates new space mission.,True
Hi guys what's up.,General
BCCI sources claim: UNESCO will charge money for every message.,Fake
BCCI sources claim: Local doctor declares Indian National Anthem best in the world.,Fake
My friends and I love a new movie!,General
So went to dinner at a restaurant...,General
Good morning everyone!,General
RBI reports economic growth data.,True
Hidden truth! RBI declares Indian National Anthem best in the world.,Fake
So went to dinner at a restaurant tbh,General
PM Modi successfully launches infrastructure project.,True
My friends and I watched the weekend tbh,General
PM Modi declares foreign direct investment.,True
Who else had the gym today!,General
Hidden truth! Local doctor declares lockdown from tomorrow.,Fake
Lok Sabha reports quarterly monetary policy.,True
Who else had this weather...,General
Anyone love a new movie,General
Just checking if this works.,General
Indian Army reports green energy initiative.,True
We am thinking about working on a project :),General
DRDO invests in quarterly monetary policy.,True
So miss this weather!,General
Forward to 10 people! RBI puts nano GPS chip in ₹2000 notes.,Fake
Reliance Industries concludes new space mission.,True
Tata Motors reports quarterly monetary policy.,True
Just am thinking about the gym today tbh,General
Reliance Industries reports economic growth data.,True
Breaking News: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Breaking News: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
So miss this weather...,General
I hate dinner at a restaurant lol,General
Just miss sleeping all day!,General
BCCI sources claim: Secret society finds cure for all viruses using lemon water.,Fake
ISRO announces quarterly monetary policy.,True
Lok Sabha passes new bill on infrastructure project.,True
Hidden truth! RBI bans WhatsApp starting tonight.,Fake
RBI concludes foreign direct investment.,True
My friends and I went to the weekend :),General
Just watched the weekend,General
Testing the app.,General
Finance Ministry passes new bill on economic growth data.,True
Supreme Court declares quarterly monetary policy.,True
Election Commission invests in infrastructure project.,True
Just love the weekend :),General
Who else watched the weekend!,General
Lok Sabha announces infrastructure project.,True
Hidden truth! Government declares lockdown from tomorrow.,Fake
I love the weekend :),General
Leaked document: Government declares Indian National Anthem best in the world.,Fake
Indian Army concludes foreign direct investment.,True
Hidden truth! UNESCO will charge money for every message.,Fake
Who else watched the weekend :),General
Leaked document: Secret society will charge money for every message.,Fake
My friends and I hate a new movie!,General
Nifty 50 concludes green energy initiative.,True
Sensex invests in infrastructure project.,True
Reliance Industries concludes election dates for assembly.,True
Nifty 50 declares infrastructure project.,True
Just had the weekend :),General
ISRO inaugurates new space mission.,True
Finance Ministry successfully launches economic growth data.,True
Finance Ministry declares new space mission.,True
Forward to 10 people! WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Anyone miss a great coffee anyone?,General
Hidden truth! WhatsApp CEO declares Indian National Anthem best in the world.,Fake
We miss the weekend lol,General
DRDO inaugurates economic growth data.,True
ISRO inaugurates quarterly monetary policy.,True
Who else miss the weekend :),General
Leaked document: Government declares Indian National Anthem best in the world.,Fake
BCCI sources claim: Local doctor bans WhatsApp starting tonight.,Fake
Forward to 10 people! Government bans WhatsApp starting tonight.,Fake
Just love a great coffee anyone?,General
I went to working on a project...,General
Who else miss the gym today lol,General
Leaked document: RBI declares Indian National Anthem best in the world.,Fake
Tata Motors invests in foreign direct investment.,True
Anyone am thinking about sleeping all day!,General
Forward to 10 people! UNESCO will charge money for every message.,Fake
Nifty 50 successfully launches foreign direct investment.,True
Who else bought a new movie!,General
My friends and I hate working on a project,General
Just am thinking about sleeping all day :),General
Leaked document: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
We went to working on a project :),General
DRDO inaugurates quarterly monetary policy.,True
